filename,fold,target,category,esc10,src_file,take
1-11687-A-47.wav,1,47,airplane,FALSE,11687,A
1-24796-A-47.wav,1,47,airplane,FALSE,24796,A
1-36929-A-47.wav,1,47,airplane,FALSE,36929,A
1-43807-A-47.wav,1,47,airplane,FALSE,43807,A
1-43807-B-47.wav,1,47,airplane,FALSE,43807,B
1-43807-C-47.wav,1,47,airplane,FALSE,43807,C
1-43807-D-47.wav,1,47,airplane,FALSE,43807,D
1-53467-A-47.wav,1,47,airplane,FALSE,53467,A
2-105270-A-47.wav,2,47,airplane,FALSE,105270,A
2-106849-A-47.wav,2,47,airplane,FALSE,106849,A
2-160888-A-47.wav,2,47,airplane,FALSE,160888,A
2-74361-A-47.wav,2,47,airplane,FALSE,74361,A
2-78781-A-47.wav,2,47,airplane,FALSE,78781,A
2-78799-A-47.wav,2,47,airplane,FALSE,78799,A
2-96654-A-47.wav,2,47,airplane,FALSE,96654,A
2-98866-A-47.wav,2,47,airplane,FALSE,98866,A
3-115387-A-47.wav,3,47,airplane,FALSE,115387,A
3-115387-B-47.wav,3,47,airplane,FALSE,115387,B
3-115387-C-47.wav,3,47,airplane,FALSE,115387,C
3-128512-A-47.wav,3,47,airplane,FALSE,128512,A
3-128512-B-47.wav,3,47,airplane,FALSE,128512,B
3-143560-A-47.wav,3,47,airplane,FALSE,143560,A
3-143562-A-47.wav,3,47,airplane,FALSE,143562,A
3-193767-A-47.wav,3,47,airplane,FALSE,193767,A
4-161099-A-47.wav,4,47,airplane,FALSE,161099,A
4-161099-B-47.wav,4,47,airplane,FALSE,161099,B
4-161100-A-47.wav,4,47,airplane,FALSE,161100,A
4-161103-A-47.wav,4,47,airplane,FALSE,161103,A
4-161105-A-47.wav,4,47,airplane,FALSE,161105,A
4-161105-B-47.wav,4,47,airplane,FALSE,161105,B
4-251959-A-47.wav,4,47,airplane,FALSE,251959,A
4-255371-A-47.wav,4,47,airplane,FALSE,255371,A
5-215445-A-47.wav,5,47,airplane,FALSE,215445,A
5-215447-A-47.wav,5,47,airplane,FALSE,215447,A
5-215449-A-47.wav,5,47,airplane,FALSE,215449,A
5-235956-A-47.wav,5,47,airplane,FALSE,235956,A
5-251957-A-47.wav,5,47,airplane,FALSE,251957,A
5-251962-A-47.wav,5,47,airplane,FALSE,251962,A
5-251963-A-47.wav,5,47,airplane,FALSE,251963,A
5-251971-A-47.wav,5,47,airplane,FALSE,251971,A
1-18631-A-23.wav,1,23,breathing,FALSE,18631,A
1-30709-A-23.wav,1,23,breathing,FALSE,30709,A
1-30709-B-23.wav,1,23,breathing,FALSE,30709,B
1-30709-C-23.wav,1,23,breathing,FALSE,30709,C
1-36393-A-23.wav,1,23,breathing,FALSE,36393,A
1-36397-A-23.wav,1,23,breathing,FALSE,36397,A
1-36400-A-23.wav,1,23,breathing,FALSE,36400,A
1-36402-A-23.wav,1,23,breathing,FALSE,36402,A
2-50774-A-23.wav,2,23,breathing,FALSE,50774,A
2-54961-A-23.wav,2,23,breathing,FALSE,54961,A
2-54962-A-23.wav,2,23,breathing,FALSE,54962,A
2-66205-A-23.wav,2,23,breathing,FALSE,66205,A
2-82455-A-23.wav,2,23,breathing,FALSE,82455,A
2-84965-A-23.wav,2,23,breathing,FALSE,84965,A
2-95567-A-23.wav,2,23,breathing,FALSE,95567,A
2-98392-A-23.wav,2,23,breathing,FALSE,98392,A
3-108160-A-23.wav,3,23,breathing,FALSE,108160,A
3-112557-A-23.wav,3,23,breathing,FALSE,112557,A
3-112557-B-23.wav,3,23,breathing,FALSE,112557,B
3-144128-A-23.wav,3,23,breathing,FALSE,144128,A
3-144128-B-23.wav,3,23,breathing,FALSE,144128,B
3-151206-A-23.wav,3,23,breathing,FALSE,151206,A
3-166125-A-23.wav,3,23,breathing,FALSE,166125,A
3-166125-B-23.wav,3,23,breathing,FALSE,166125,B
4-171706-A-23.wav,4,23,breathing,FALSE,171706,A
4-176914-A-23.wav,4,23,breathing,FALSE,176914,A
4-198025-A-23.wav,4,23,breathing,FALSE,198025,A
4-205526-A-23.wav,4,23,breathing,FALSE,205526,A
4-205526-B-23.wav,4,23,breathing,FALSE,205526,B
4-207116-A-23.wav,4,23,breathing,FALSE,207116,A
4-210000-A-23.wav,4,23,breathing,FALSE,210000,A
4-210000-B-23.wav,4,23,breathing,FALSE,210000,B
5-213293-A-23.wav,5,23,breathing,FALSE,213293,A
5-232816-A-23.wav,5,23,breathing,FALSE,232816,A
5-233260-A-23.wav,5,23,breathing,FALSE,233260,A
5-234335-A-23.wav,5,23,breathing,FALSE,234335,A
5-235593-A-23.wav,5,23,breathing,FALSE,235593,A
5-238492-A-23.wav,5,23,breathing,FALSE,238492,A
5-260164-A-23.wav,5,23,breathing,FALSE,260164,A
5-261464-A-23.wav,5,23,breathing,FALSE,261464,A
1-17092-A-27.wav,1,27,brushing_teeth,FALSE,17092,A
1-17092-B-27.wav,1,27,brushing_teeth,FALSE,17092,B
1-45641-A-27.wav,1,27,brushing_teeth,FALSE,45641,A
1-58923-A-27.wav,1,27,brushing_teeth,FALSE,58923,A
1-58923-B-27.wav,1,27,brushing_teeth,FALSE,58923,B
1-61534-A-27.wav,1,27,brushing_teeth,FALSE,61534,A
1-67432-A-27.wav,1,27,brushing_teeth,FALSE,67432,A
1-68628-A-27.wav,1,27,brushing_teeth,FALSE,68628,A
2-73544-A-27.wav,2,27,brushing_teeth,FALSE,73544,A
2-82071-A-27.wav,2,27,brushing_teeth,FALSE,82071,A
2-83536-A-27.wav,2,27,brushing_teeth,FALSE,83536,A
2-85434-A-27.wav,2,27,brushing_teeth,FALSE,85434,A
2-86160-A-27.wav,2,27,brushing_teeth,FALSE,86160,A
2-92627-A-27.wav,2,27,brushing_teeth,FALSE,92627,A
2-94230-A-27.wav,2,27,brushing_teeth,FALSE,94230,A
2-96904-A-27.wav,2,27,brushing_teeth,FALSE,96904,A
3-100024-A-27.wav,3,27,brushing_teeth,FALSE,100024,A
3-100024-B-27.wav,3,27,brushing_teeth,FALSE,100024,B
3-112522-A-27.wav,3,27,brushing_teeth,FALSE,112522,A
3-118069-A-27.wav,3,27,brushing_teeth,FALSE,118069,A
3-118069-B-27.wav,3,27,brushing_teeth,FALSE,118069,B
3-126391-A-27.wav,3,27,brushing_teeth,FALSE,126391,A
3-126391-B-27.wav,3,27,brushing_teeth,FALSE,126391,B
3-139331-A-27.wav,3,27,brushing_teeth,FALSE,139331,A
4-144468-A-27.wav,4,27,brushing_teeth,FALSE,144468,A
4-144468-B-27.wav,4,27,brushing_teeth,FALSE,144468,B
4-154405-A-27.wav,4,27,brushing_teeth,FALSE,154405,A
4-154405-B-27.wav,4,27,brushing_teeth,FALSE,154405,B
4-172500-A-27.wav,4,27,brushing_teeth,FALSE,172500,A
4-172500-B-27.wav,4,27,brushing_teeth,FALSE,172500,B
4-172500-C-27.wav,4,27,brushing_teeth,FALSE,172500,C
4-172500-D-27.wav,4,27,brushing_teeth,FALSE,172500,D
5-147297-A-27.wav,5,27,brushing_teeth,FALSE,147297,A
5-180229-A-27.wav,5,27,brushing_teeth,FALSE,180229,A
5-185516-A-27.wav,5,27,brushing_teeth,FALSE,185516,A
5-212050-A-27.wav,5,27,brushing_teeth,FALSE,212050,A
5-218196-A-27.wav,5,27,brushing_teeth,FALSE,218196,A
5-218196-B-27.wav,5,27,brushing_teeth,FALSE,218196,B
5-220939-A-27.wav,5,27,brushing_teeth,FALSE,220939,A
5-238938-A-27.wav,5,27,brushing_teeth,FALSE,238938,A
1-101404-A-34.wav,1,34,can_opening,FALSE,101404,A
1-41615-A-34.wav,1,34,can_opening,FALSE,41615,A
1-43764-A-34.wav,1,34,can_opening,FALSE,43764,A
1-58846-A-34.wav,1,34,can_opening,FALSE,58846,A
1-60676-A-34.wav,1,34,can_opening,FALSE,60676,A
1-68670-A-34.wav,1,34,can_opening,FALSE,68670,A
1-68734-A-34.wav,1,34,can_opening,FALSE,68734,A
1-69165-A-34.wav,1,34,can_opening,FALSE,69165,A
2-130245-A-34.wav,2,34,can_opening,FALSE,130245,A
2-144031-A-34.wav,2,34,can_opening,FALSE,144031,A
2-81112-A-34.wav,2,34,can_opening,FALSE,81112,A
2-81190-A-34.wav,2,34,can_opening,FALSE,81190,A
2-83667-A-34.wav,2,34,can_opening,FALSE,83667,A
2-83688-A-34.wav,2,34,can_opening,FALSE,83688,A
2-85471-A-34.wav,2,34,can_opening,FALSE,85471,A
2-87282-A-34.wav,2,34,can_opening,FALSE,87282,A
3-147342-A-34.wav,3,34,can_opening,FALSE,147342,A
3-147343-A-34.wav,3,34,can_opening,FALSE,147343,A
3-148932-A-34.wav,3,34,can_opening,FALSE,148932,A
3-155659-A-34.wav,3,34,can_opening,FALSE,155659,A
3-166546-A-34.wav,3,34,can_opening,FALSE,166546,A
3-166546-B-34.wav,3,34,can_opening,FALSE,166546,B
3-170002-A-34.wav,3,34,can_opening,FALSE,170002,A
3-171937-A-34.wav,3,34,can_opening,FALSE,171937,A
4-175025-A-34.wav,4,34,can_opening,FALSE,175025,A
4-179836-A-34.wav,4,34,can_opening,FALSE,179836,A
4-187384-A-34.wav,4,34,can_opening,FALSE,187384,A
4-188003-A-34.wav,4,34,can_opening,FALSE,188003,A
4-212728-A-34.wav,4,34,can_opening,FALSE,212728,A
4-215635-A-34.wav,4,34,can_opening,FALSE,215635,A
4-216349-A-34.wav,4,34,can_opening,FALSE,216349,A
4-264453-A-34.wav,4,34,can_opening,FALSE,264453,A
5-221878-A-34.wav,5,34,can_opening,FALSE,221878,A
5-236299-A-34.wav,5,34,can_opening,FALSE,236299,A
5-237795-A-34.wav,5,34,can_opening,FALSE,237795,A
5-244327-A-34.wav,5,34,can_opening,FALSE,244327,A
5-244933-A-34.wav,5,34,can_opening,FALSE,244933,A
5-250753-A-34.wav,5,34,can_opening,FALSE,250753,A
5-252248-A-34.wav,5,34,can_opening,FALSE,252248,A
5-260011-A-34.wav,5,34,can_opening,FALSE,260011,A
1-17124-A-43.wav,1,43,car_horn,FALSE,17124,A
1-19026-A-43.wav,1,43,car_horn,FALSE,19026,A
1-24074-A-43.wav,1,43,car_horn,FALSE,24074,A
1-24076-A-43.wav,1,43,car_horn,FALSE,24076,A
1-254507-A-43.wav,1,43,car_horn,FALSE,254507,A
1-26176-A-43.wav,1,43,car_horn,FALSE,26176,A
1-26177-A-43.wav,1,43,car_horn,FALSE,26177,A
1-28808-A-43.wav,1,43,car_horn,FALSE,28808,A
2-100648-A-43.wav,2,43,car_horn,FALSE,100648,A
2-125520-A-43.wav,2,43,car_horn,FALSE,125520,A
2-128465-A-43.wav,2,43,car_horn,FALSE,128465,A
2-128465-B-43.wav,2,43,car_horn,FALSE,128465,B
2-138465-A-43.wav,2,43,car_horn,FALSE,138465,A
2-144137-A-43.wav,2,43,car_horn,FALSE,144137,A
2-42101-A-43.wav,2,43,car_horn,FALSE,42101,A
2-54086-A-43.wav,2,43,car_horn,FALSE,54086,A
3-145577-A-43.wav,3,43,car_horn,FALSE,145577,A
3-146697-A-43.wav,3,43,car_horn,FALSE,146697,A
3-153057-A-43.wav,3,43,car_horn,FALSE,153057,A
3-155130-A-43.wav,3,43,car_horn,FALSE,155130,A
3-155234-A-43.wav,3,43,car_horn,FALSE,155234,A
3-161010-A-43.wav,3,43,car_horn,FALSE,161010,A
3-174840-A-43.wav,3,43,car_horn,FALSE,174840,A
3-243726-A-43.wav,3,43,car_horn,FALSE,243726,A
4-175845-A-43.wav,4,43,car_horn,FALSE,175845,A
4-175846-A-43.wav,4,43,car_horn,FALSE,175846,A
4-175855-A-43.wav,4,43,car_horn,FALSE,175855,A
4-175856-A-43.wav,4,43,car_horn,FALSE,175856,A
4-176631-A-43.wav,4,43,car_horn,FALSE,176631,A
4-176638-A-43.wav,4,43,car_horn,FALSE,176638,A
4-178402-A-43.wav,4,43,car_horn,FALSE,178402,A
4-191015-A-43.wav,4,43,car_horn,FALSE,191015,A
5-179860-A-43.wav,5,43,car_horn,FALSE,179860,A
5-179863-A-43.wav,5,43,car_horn,FALSE,179863,A
5-179865-A-43.wav,5,43,car_horn,FALSE,179865,A
5-179866-A-43.wav,5,43,car_horn,FALSE,179866,A
5-179868-A-43.wav,5,43,car_horn,FALSE,179868,A
5-180156-A-43.wav,5,43,car_horn,FALSE,180156,A
5-180156-B-43.wav,5,43,car_horn,FALSE,180156,B
5-180156-C-43.wav,5,43,car_horn,FALSE,180156,C
1-34094-A-5.wav,1,5,cat,FALSE,34094,A
1-34094-B-5.wav,1,5,cat,FALSE,34094,B
1-47819-A-5.wav,1,5,cat,FALSE,47819,A
1-47819-B-5.wav,1,5,cat,FALSE,47819,B
1-47819-C-5.wav,1,5,cat,FALSE,47819,C
1-56380-A-5.wav,1,5,cat,FALSE,56380,A
1-56380-B-5.wav,1,5,cat,FALSE,56380,B
1-79113-A-5.wav,1,5,cat,FALSE,79113,A
2-110010-A-5.wav,2,5,cat,FALSE,110010,A
2-110011-A-5.wav,2,5,cat,FALSE,110011,A
2-69131-A-5.wav,2,5,cat,FALSE,69131,A
2-69131-B-5.wav,2,5,cat,FALSE,69131,B
2-82274-A-5.wav,2,5,cat,FALSE,82274,A
2-82274-B-5.wav,2,5,cat,FALSE,82274,B
2-83934-A-5.wav,2,5,cat,FALSE,83934,A
2-83934-B-5.wav,2,5,cat,FALSE,83934,B
3-146964-A-5.wav,3,5,cat,FALSE,146964,A
3-146965-A-5.wav,3,5,cat,FALSE,146965,A
3-146972-A-5.wav,3,5,cat,FALSE,146972,A
3-95694-A-5.wav,3,5,cat,FALSE,95694,A
3-95695-A-5.wav,3,5,cat,FALSE,95695,A
3-95695-B-5.wav,3,5,cat,FALSE,95695,B
3-95697-A-5.wav,3,5,cat,FALSE,95697,A
3-95698-A-5.wav,3,5,cat,FALSE,95698,A
4-120160-A-5.wav,4,5,cat,FALSE,120160,A
4-133047-A-5.wav,4,5,cat,FALSE,133047,A
4-133047-B-5.wav,4,5,cat,FALSE,133047,B
4-133047-C-5.wav,4,5,cat,FALSE,133047,C
4-149940-A-5.wav,4,5,cat,FALSE,149940,A
4-149940-B-5.wav,4,5,cat,FALSE,149940,B
4-161303-A-5.wav,4,5,cat,FALSE,161303,A
4-161303-B-5.wav,4,5,cat,FALSE,161303,B
5-169983-A-5.wav,5,5,cat,FALSE,169983,A
5-172299-A-5.wav,5,5,cat,FALSE,172299,A
5-172639-A-5.wav,5,5,cat,FALSE,172639,A
5-177614-A-5.wav,5,5,cat,FALSE,177614,A
5-214759-A-5.wav,5,5,cat,FALSE,214759,A
5-214759-B-5.wav,5,5,cat,FALSE,214759,B
5-256452-A-5.wav,5,5,cat,FALSE,256452,A
5-259169-A-5.wav,5,5,cat,FALSE,259169,A
1-116765-A-41.wav,1,41,chainsaw,TRUE,116765,A
1-19898-A-41.wav,1,41,chainsaw,TRUE,19898,A
1-19898-B-41.wav,1,41,chainsaw,TRUE,19898,B
1-19898-C-41.wav,1,41,chainsaw,TRUE,19898,C
1-47250-A-41.wav,1,41,chainsaw,TRUE,47250,A
1-47250-B-41.wav,1,41,chainsaw,TRUE,47250,B
1-64398-A-41.wav,1,41,chainsaw,TRUE,64398,A
1-64398-B-41.wav,1,41,chainsaw,TRUE,64398,B
2-50667-A-41.wav,2,41,chainsaw,TRUE,50667,A
2-50667-B-41.wav,2,41,chainsaw,TRUE,50667,B
2-50668-A-41.wav,2,41,chainsaw,TRUE,50668,A
2-50668-B-41.wav,2,41,chainsaw,TRUE,50668,B
2-68391-A-41.wav,2,41,chainsaw,TRUE,68391,A
2-68391-B-41.wav,2,41,chainsaw,TRUE,68391,B
2-77945-A-41.wav,2,41,chainsaw,TRUE,77945,A
2-77945-B-41.wav,2,41,chainsaw,TRUE,77945,B
3-118656-A-41.wav,3,41,chainsaw,TRUE,118656,A
3-118657-A-41.wav,3,41,chainsaw,TRUE,118657,A
3-118657-B-41.wav,3,41,chainsaw,TRUE,118657,B
3-118658-A-41.wav,3,41,chainsaw,TRUE,118658,A
3-118658-B-41.wav,3,41,chainsaw,TRUE,118658,B
3-118972-A-41.wav,3,41,chainsaw,TRUE,118972,A
3-118972-B-41.wav,3,41,chainsaw,TRUE,118972,B
3-165856-A-41.wav,3,41,chainsaw,TRUE,165856,A
4-149294-A-41.wav,4,41,chainsaw,TRUE,149294,A
4-149294-B-41.wav,4,41,chainsaw,TRUE,149294,B
4-157611-A-41.wav,4,41,chainsaw,TRUE,157611,A
4-157611-B-41.wav,4,41,chainsaw,TRUE,157611,B
4-165823-A-41.wav,4,41,chainsaw,TRUE,165823,A
4-165823-B-41.wav,4,41,chainsaw,TRUE,165823,B
4-169127-A-41.wav,4,41,chainsaw,TRUE,169127,A
4-169127-B-41.wav,4,41,chainsaw,TRUE,169127,B
5-170338-A-41.wav,5,41,chainsaw,TRUE,170338,A
5-170338-B-41.wav,5,41,chainsaw,TRUE,170338,B
5-171653-A-41.wav,5,41,chainsaw,TRUE,171653,A
5-185579-A-41.wav,5,41,chainsaw,TRUE,185579,A
5-185579-B-41.wav,5,41,chainsaw,TRUE,185579,B
5-216370-A-41.wav,5,41,chainsaw,TRUE,216370,A
5-216370-B-41.wav,5,41,chainsaw,TRUE,216370,B
5-222524-A-41.wav,5,41,chainsaw,TRUE,222524,A
1-13571-A-46.wav,1,46,church_bells,FALSE,13571,A
1-13572-A-46.wav,1,46,church_bells,FALSE,13572,A
1-21421-A-46.wav,1,46,church_bells,FALSE,21421,A
1-22804-A-46.wav,1,46,church_bells,FALSE,22804,A
1-40154-A-46.wav,1,46,church_bells,FALSE,40154,A
1-48298-A-46.wav,1,46,church_bells,FALSE,48298,A
1-54747-A-46.wav,1,46,church_bells,FALSE,54747,A
1-56907-A-46.wav,1,46,church_bells,FALSE,56907,A
2-56926-A-46.wav,2,46,church_bells,FALSE,56926,A
2-57191-A-46.wav,2,46,church_bells,FALSE,57191,A
2-59565-A-46.wav,2,46,church_bells,FALSE,59565,A
2-59566-A-46.wav,2,46,church_bells,FALSE,59566,A
2-61618-A-46.wav,2,46,church_bells,FALSE,61618,A
2-77346-A-46.wav,2,46,church_bells,FALSE,77346,A
2-77347-A-46.wav,2,46,church_bells,FALSE,77347,A
2-78381-A-46.wav,2,46,church_bells,FALSE,78381,A
3-111102-A-46.wav,3,46,church_bells,FALSE,111102,A
3-111102-B-46.wav,3,46,church_bells,FALSE,111102,B
3-122110-A-46.wav,3,46,church_bells,FALSE,122110,A
3-139109-A-46.wav,3,46,church_bells,FALSE,139109,A
3-87936-A-46.wav,3,46,church_bells,FALSE,87936,A
3-87936-B-46.wav,3,46,church_bells,FALSE,87936,B
3-98193-A-46.wav,3,46,church_bells,FALSE,98193,A
3-98869-A-46.wav,3,46,church_bells,FALSE,98869,A
4-125825-A-46.wav,4,46,church_bells,FALSE,125825,A
4-125825-B-46.wav,4,46,church_bells,FALSE,125825,B
4-140034-A-46.wav,4,46,church_bells,FALSE,140034,A
4-147657-A-46.wav,4,46,church_bells,FALSE,147657,A
4-147658-A-46.wav,4,46,church_bells,FALSE,147658,A
4-150364-A-46.wav,4,46,church_bells,FALSE,150364,A
4-150364-B-46.wav,4,46,church_bells,FALSE,150364,B
4-156827-A-46.wav,4,46,church_bells,FALSE,156827,A
5-179294-A-46.wav,5,46,church_bells,FALSE,179294,A
5-188716-A-46.wav,5,46,church_bells,FALSE,188716,A
5-197988-A-46.wav,5,46,church_bells,FALSE,197988,A
5-198373-A-46.wav,5,46,church_bells,FALSE,198373,A
5-201170-A-46.wav,5,46,church_bells,FALSE,201170,A
5-201172-A-46.wav,5,46,church_bells,FALSE,201172,A
5-204741-A-46.wav,5,46,church_bells,FALSE,204741,A
5-219044-A-46.wav,5,46,church_bells,FALSE,219044,A
1-104089-A-22.wav,1,22,clapping,FALSE,104089,A
1-104089-B-22.wav,1,22,clapping,FALSE,104089,B
1-105224-A-22.wav,1,22,clapping,FALSE,105224,A
1-110537-A-22.wav,1,22,clapping,FALSE,110537,A
1-115920-A-22.wav,1,22,clapping,FALSE,115920,A
1-115920-B-22.wav,1,22,clapping,FALSE,115920,B
1-115921-A-22.wav,1,22,clapping,FALSE,115921,A
1-94036-A-22.wav,1,22,clapping,FALSE,94036,A
2-25292-A-22.wav,2,22,clapping,FALSE,25292,A
2-25293-A-22.wav,2,22,clapping,FALSE,25293,A
2-57733-A-22.wav,2,22,clapping,FALSE,57733,A
2-60900-A-22.wav,2,22,clapping,FALSE,60900,A
2-76408-A-22.wav,2,22,clapping,FALSE,76408,A
2-76408-B-22.wav,2,22,clapping,FALSE,76408,B
2-76408-C-22.wav,2,22,clapping,FALSE,76408,C
2-76408-D-22.wav,2,22,clapping,FALSE,76408,D
3-130330-A-22.wav,3,22,clapping,FALSE,130330,A
3-138114-A-22.wav,3,22,clapping,FALSE,138114,A
3-149465-A-22.wav,3,22,clapping,FALSE,149465,A
3-177082-A-22.wav,3,22,clapping,FALSE,177082,A
3-177083-A-22.wav,3,22,clapping,FALSE,177083,A
3-181278-A-22.wav,3,22,clapping,FALSE,181278,A
3-197435-A-22.wav,3,22,clapping,FALSE,197435,A
3-197435-B-22.wav,3,22,clapping,FALSE,197435,B
4-189828-A-22.wav,4,22,clapping,FALSE,189828,A
4-189830-A-22.wav,4,22,clapping,FALSE,189830,A
4-189832-A-22.wav,4,22,clapping,FALSE,189832,A
4-189832-B-22.wav,4,22,clapping,FALSE,189832,B
4-189833-A-22.wav,4,22,clapping,FALSE,189833,A
4-189836-A-22.wav,4,22,clapping,FALSE,189836,A
4-189838-A-22.wav,4,22,clapping,FALSE,189838,A
4-205738-A-22.wav,4,22,clapping,FALSE,205738,A
5-209989-A-22.wav,5,22,clapping,FALSE,209989,A
5-218494-A-22.wav,5,22,clapping,FALSE,218494,A
5-221567-A-22.wav,5,22,clapping,FALSE,221567,A
5-221568-A-22.wav,5,22,clapping,FALSE,221568,A
5-221950-A-22.wav,5,22,clapping,FALSE,221950,A
5-249937-A-22.wav,5,22,clapping,FALSE,249937,A
5-254160-A-22.wav,5,22,clapping,FALSE,254160,A
5-262957-A-22.wav,5,22,clapping,FALSE,262957,A
1-13613-A-37.wav,1,37,clock_alarm,FALSE,13613,A
1-14262-A-37.wav,1,37,clock_alarm,FALSE,14262,A
1-34853-A-37.wav,1,37,clock_alarm,FALSE,34853,A
1-67033-A-37.wav,1,37,clock_alarm,FALSE,67033,A
1-72195-A-37.wav,1,37,clock_alarm,FALSE,72195,A
1-72195-B-37.wav,1,37,clock_alarm,FALSE,72195,B
1-74517-A-37.wav,1,37,clock_alarm,FALSE,74517,A
1-96890-A-37.wav,1,37,clock_alarm,FALSE,96890,A
2-102435-A-37.wav,2,37,clock_alarm,FALSE,102435,A
2-104475-A-37.wav,2,37,clock_alarm,FALSE,104475,A
2-104476-A-37.wav,2,37,clock_alarm,FALSE,104476,A
2-117116-A-37.wav,2,37,clock_alarm,FALSE,117116,A
2-78562-A-37.wav,2,37,clock_alarm,FALSE,78562,A
2-78562-B-37.wav,2,37,clock_alarm,FALSE,78562,B
2-89516-A-37.wav,2,37,clock_alarm,FALSE,89516,A
2-96063-A-37.wav,2,37,clock_alarm,FALSE,96063,A
3-117793-A-37.wav,3,37,clock_alarm,FALSE,117793,A
3-117883-A-37.wav,3,37,clock_alarm,FALSE,117883,A
3-120526-A-37.wav,3,37,clock_alarm,FALSE,120526,A
3-120526-B-37.wav,3,37,clock_alarm,FALSE,120526,B
3-131943-A-37.wav,3,37,clock_alarm,FALSE,131943,A
3-132340-A-37.wav,3,37,clock_alarm,FALSE,132340,A
3-139958-A-37.wav,3,37,clock_alarm,FALSE,139958,A
3-148297-A-37.wav,3,37,clock_alarm,FALSE,148297,A
4-151242-A-37.wav,4,37,clock_alarm,FALSE,151242,A
4-169508-A-37.wav,4,37,clock_alarm,FALSE,169508,A
4-172366-A-37.wav,4,37,clock_alarm,FALSE,172366,A
4-189332-A-37.wav,4,37,clock_alarm,FALSE,189332,A
